"826","gawang-gawang","terbayang"
"827","gawat","gawat"
"828","gawe","buat"
"829","gayuh","capai"
"830","geber","layar penutup panggung"
"831","gebug","hantam badan dengan benda keras; pemukul besar"
"832","gedhang","pisang"
"833","gedhe","besar"
"834","gegana","angkasa"
"835","gegayuhan","keinginan atau cita-cita"
"836","gegedhug","pimpinan untuk kelompok penjahat atau pembuat onar"
"837","geger","punggung"
"838","geger","riuh"
"839","gela","kecewa"
"840","gelak","percepat"
"841","gelang","gelang"
"842","gelar","bentang misalnya tikar"
"843","gelas","gelas"
"844","gelem","mau"
"845","gelis","cepat"
"846","gemak","burung puyuh"
"847","gemang","tidak mau"
"848","gembili","sejenis ubi atau talas"
"849","gemblak","anak lelaki yang dijadikan kekasih seorang lelaki"
"850","gemblung","tidak normal pikirannya"
"851","gembok","gembok"
"852","gembor","alat untuk menyiram tanaman"
"853","gemes","gemas"
"854","gemlethak","bergeletakan"
"855","gemlundung","bergelundungan"
"856","gemregah","bangkit seketika"
"857","gemrubug","menderu suara angin"
"858","gemrudug","pergi atau datangnya dalam jumlah besar"
"859","gemuk","lemak atau pelumas"
"860","genah","jelas"
"861","gender","nama alat musik pukul"
"862","gendhakan","wanita simpanan"
"863","gendheng","atap seng"
"864","gendheng","gila"
"865","gendhing","musik Jawa"
"866","gendhuk","panggilan untuk anak perempuan"
"867","gendruwo","hantu besar hitam"
"868","gendul","botol"
"869","geni","api"
"870","genjer","nama sayuran"
"871","genjot","genjot"
"872","gantar","galah"
"873","gentheng","genteng"
"874","genthong","tempayan"
"875","genuk","tempayan kecil"
"876","gepeng","pipih"
"877","geplak","nama jajanan terbuat dari kelapa parut dan gula"
"878","gepuk","pukul"
"879","gerah","sakit"
"880","gerang","dewasa"
"881","gerih","ikan asin"
"882","gering","sakit"
"883","germo","mucikari"
"884","gero-gero","menangis melolong-lolong"
"885","geseh","berbeda; tidak pas"
"886","geseng","hitam"
"887","getak","hardik"
"888","getap","cepat bertindak atau bereaksi"
"889","getas","retas atau mudah patah"
"890","githik","rakit"
"891","gething","benci"
"892","gethuk","singkong rebus tumbuk"
